
দাম অনুযায়ী প্রোডাক্ট ঠিক আছে
কিন্তু ওড়না পর্যন্ত সেলাই করে নিতে হবে সেটা আগে বলে দেয়ার দরকার ছিলো
প্রোডাক্টের মান ভালো না
কাপড়ে দাগ ছিল
তাছাড়া ছবিতে যেমটা বাস্তবে তেমনটা নয়
প্রিন্ট ভালো না
পায়জামার কাপড় ছোট
ওরনার প্রিন্ট ছবিতে বড় বড়
বাস্তে ছোট ছোট। 
আসল কাপড়ের রেপ্লিকা এটা
অরজিনাল জিনিস না এটা
"চরম বাজে ফেব্রিক্স বাবুহাটে ১৪০ করে এ থ্রি পিস পাওয়া যায় , কাপড় ও কম, গামছার কাজে ব্যাবহার করা যাবে"
অথবা ঘর মোছার কাজে
সব ঠিক আছে কিন্তু স্ট্যান্ডার্ড সাইজ কোয়ালিটি মেনটেনেন্স করা হয়নি বলে যে সাইজ অর্ডার করেছে তার থেকে ছোটটা পেয়েছি
"খুব বাজে পণ্য একদম কমদামি কাপর ,কাপর একদম ভাল না ছবিতে এবং বাস্তবে কোন মিল নেই"
"সম্মানিত ক্রেতা, আপনার মূল্যবান মতামত দেওয়ার জন্য অনেক অনেক ধন্যবাদ"
আপনার সন্তুষ্টি আমাদের একান্ত কাম্য
"আরো উন্নত সেবা প্রদানের লক্ষ্যে, আপনার মূল্যবান মতামত, সুপরামর্শ আমাদের দিকনির্দেশনা হয়ে থাকবে"
আল্লাহ হাফেজ
ভাই চিটিংবাজী বন্ধ করেন  বাল ছাল জিনিস দিসেন নষ্ট
নষ্ট।এত গুলা টাকা নষ্ট করালাম
ভাবসি ভাই রে গিফট দিব
কি বলবো বলার ভাষা নাই
এত কম টাকায় এত ভালো টিভি আশা করা যায় না
যারা কম টাকার মধ্যে টিভি কিনতে চান তারা চোখ বন্ধ করে কিনতে পারেন
মাত্র ২ মিনিটে ডেলিভারী পেলাম
প্রমাণঃ স্ক্রিনশট দেখুন
এর আগে আমি যতবার কিনেছি অনেক লেট করেছে
চাইলে আপনারাও কিনতে পারেন অনেক তাড়াতাড়ি ডেলিভারি পাবেন
যা আপনি চিন্তাও করেন না
এর চেয়েও দ্রুত সময়ে
খুব ভালো লাগলো
খুবই ভালো একটা প্রোডাক্ট
রিকমেন্ডেড
নিলে কম্বোটা নেয়ার চেষ্টা করবেন
"মানে, সাথে এডাপ্টার সহ নেবেন"
আমি নিয়েছি।
যেমন চেয়েছিলাম প্রোডাক্টটি ঠিক তেমনি হয়েছে
মাত্র ৩১ ঘন্টার মধ্যে ডেলিভারি করেছে প্রোডাক্টটি
এভাবে সবার দাড় প্রান্তে পছন্দের পন্য সকলের হাতে পৌছে দিবে দারাজ এই কামনা রইল
আর বিপি মেশিনটির কাজ সত্তিই অসাধারন
ধন্যবাদ দারাজ এর প্রতিনিধি দলকে।।
সত্যি অসম্ভব সুন্দর একটি লাইট
এই দামে এই রকম একটি ব্লুটুথ স্পিকার লাইট পাবো কল্পানা ও করতে পারি নি
সেলার তো লাইট এর সাথে আমাকে একটি কনভার্টআর ও গিফট করেছে যেন যেকোন হোল্ডারে ব্যবহার করা যায়
"স্পিকার কোয়ালিটি -১০/১০ লাইট এর ৮-৯ টি মুড আছে ১০/১০ ডেলিভারি ১০/১০ মাত্র ৩ দিনে ডেলিভারি সেলার ও অনেক কোওপারেটিভ, ধন্যবাদ দারাজ কে"
ধন্যবাদ সেলার কে
"আলহামদুলিল্লাহ, আপনি আমাদের প্রোডাক্ট পেয়ে সন্তুষ্ট এটাই আমাদের বড় প্রাপ্তি"
"প্রিয় গ্রাহক আমাদের সপটি ফলো করে, আমাদের সাথেই থাকবেন"
"আমাদের প্রোডাক্ট আপনার আবার প্রয়োজন হলে, যেন সহযেই অর্ডার করতে পারেন"
"ধন্যবাদ সাথে থাকার জন্য, জাযাকাল্লাহ খায়ের"
